MANDT	LIFNR	BANKS	BANKL	BANKN	BKONT	BVTYP	KOINH	XEZER
100	0000200486	DE	98157288	1957973090		0001	Kiefernheim Behälterbau e.K.	
100	0000200489	DE	97258711	7512039832		0001	Taltal Bauelemente GmbH	
100	0000200490	DE	90211630	4527201643		0001	Rotwald Druckguss e.K.	
100	0000200492	DE	90718297	1013519019		0001	Altfeld Apparatebau UG (haftungsbeschränkt)	
100	0000200493	DE	92511610	7289030506		0001	Brandwald Bedachungen GmbH & Co. KG	
100	0000200495	CH	19391	676665509904		0001	Langburg Bedachungen GmbH	
100	0000200496	IT	2264053305	337915427942		0001	Rheinbach Bedachungen S.r.l.	
100	0000200497	DE	94918746	2034233333		0001	Lindensee Haustechnik GmbH & Co. KG	
100	0000200498	IT	2269151760	710211970706		0001	Birkenhof Klimatechnik S.p.A.	
100	0000200499	DE	96804505	6066932607		0001	Birkenmark Behälterbau eG	
100	0000200500	PL	98826256	8801117457890596		0001	Haselgrund Möbelwerke Sp. z o.o.	
100	0000200503	DE	94862793	9025018752		0001	Buchenried Haustechnik UG (haftungsbeschränkt)	
100	0000200504	IT	5445098101	769291522326		0001	Rheinheim Chemie S.p.A.	
100	0000200506	NL	DFQR	6116492056		0001	Lindenmark Haustechnik B.V.	
100	0000200507	NL	QDDK	2649610665		0001	Grünsee Haustechnik B.V.	
100	0000200508	FR	2113794782	24829873420		0001	Dornfeld Bauelemente S.A.S.	
100	0000200509	DE	97088224	2908223847		0001	Waldhof Zerspanung GmbH	
100	0000200510	DE	93469096	6482261691		0001	Lindenstein Klimatechnik GmbH & Co. KG	
100	0000200511	DE	93737910	3239977409		0001	Falkenfurt Zerspanung OHG	
100	0000200513	DE	92384247	9011463832		0001	Lärchenwald Bedachungen GmbH	
100	0000200515	NL	DQMS	7072247511		0001	Buchendorf Haustechnik N.V.	
100	0000200517	CH	49218	198879955636		0001	Dorntal Systemtechnik GmbH	
100	0000200518	DE	90594664	0607528944		0001	Branddorf Bauelemente GmbH	
100	0000200520	DE	98168494	4252707252		0001	Südsee Messtechnik GmbH	
100	0000200522	CH	68977	597052397997		0001	Fichtensee Dichtungstechnik AG	
100	0000200523	CH	46326	237813150224		0001	Hartmark Fahrzeugteile AG	
100	0000200525	DE	97830126	6300336586		0001	Falkenfels Speditionen UG (haftungsbeschränkt)	
100	0000200526	DE	95164724	0396430426		0001	Kiefernbrück Lagertechnik AG	
100	0000200528	DE	90081852	7957614271		0001	Sandweg Anlagenbau GmbH & Co. KG	
100	0000200529	DE	97696910	5375816583		0001	Eichheim Anlagenbau OHG	
100	0000200530	DE	98258186	7248830943		0001	Grünsee Industrieservice AG	
100	0000200532	DE	95512953	7565124180		0001	Buchenbrück Recycling GmbH	
100	0000200533	DE	98296523	8291180071		0001	Bergburg Chemie UG (haftungsbeschränkt)	
100	0000200534	DE	90376240	6974614928		0001	Birkenhaus Chemie GmbH	
100	0000200535	DE	97522699	9285936060		0001	Birkenfurt Elektrotechnik GmbH & Co. KG	
100	0000200536	DE	95128826	4681623530		0001	Rotmark Metallbau GmbH & Co. KG	
100	0000200537	DE	95431191	3507395071		0001	Kastaniensee Bedachungen OHG	
100	0000200538	DE	96512747	4645350542		0001	Kastanienbach Logistik GmbH	
100	0000200539	DE	93591437	0532599998		0001	Waldfeld Messtechnik GmbH & Co. KG	
100	0000200540	AT	87092	35702757659		0001	Nordsee Werkzeugbau GmbH	
100	0000200541	DE	90610654	0365772011		0001	Espenwald Lagertechnik GmbH & Co. KG	
100	0000200543	DE	98597884	8143459009		0001	Falkenbrück Umformtechnik AG	
100	0000200544	DE	94233117	1216744590		0001	Dornfurt Lebensmittel GmbH	
100	0000200545	DE	94757753	7873749267		0001	Falkenheim Logistik GmbH	
100	0000200546	PL	10271839	0081251345103455		0001	Talsee Lagertechnik Sp. z o.o.	
100	0000200550	DE	94216042	9274286703		0001	Fichtental Aufzugstechnik KG	
100	0000200551	DE	99885462	8600860778		0001	Espenfels Maschinenbau GmbH	
100	0000200552	IT	1103663420	195197427231		0001	Reinhof Elektrotechnik S.r.l.	
100	0000200554	DE	91824027	5073682863		0001	Dornweg Antriebstechnik UG (haftungsbeschränkt)	
100	0000200555	DE	91487252	3089848691		0001	Ulmenwald Systemtechnik KG	
100	0000200556	AT	11361	98601456333		0001	Ulmenwald Druckguss AG	
100	0000200558	DE	96366293	0916790413		0001	Kastanienwald Zerspanung e.K.	
100	0000200559	DE	98462398	0820263865		0001	Grünhof Bedachungen GmbH	
100	0000200560	DE	97680132	5360011066		0001	Hochmark Möbelwerke GmbH	
100	0000200561	DE	97610598	3581967696		0001	Zederstein Zerspanung GmbH & Co. KG	
100	0000200564	DE	92039444	2727826468		0001	Haselbach Fördertechnik GmbH	
100	0000200566	DE	99190556	6203887269		0001	Nordmark Handel AG	
100	0000200567	DE	90320370	0697862542		0001	Ulmenfels Oberflächentechnik e.K.	
100	0000200568	NL	KBAJ	3608590073		0001	Lindenweg Umformtechnik B.V.	
100	0000200569	DE	96065122	2453138407		0001	Hochfurt Aufzugstechnik GmbH	
100	0000200570	DE	97016399	9407948484		0001	Buchenstein Dichtungstechnik GmbH & Co. KG	
100	0000200572	DE	91901010	3115641496		0001	Grünhaus Lebensmittel OHG	
100	0000200574	DE	97249691	6017729044		0001	Kleintal Fahrzeugteile GmbH & Co. KG	
100	0000200575	DE	96016173	5667424028		0001	Ulmenburg Verpackungen GmbH & Co. KG	
100	0000200576	DE	99159289	5111602675		0001	Taldorf Pumpen GmbH	
100	0000200577	FR	5870344566	04543946999		0001	Dornfeld Messtechnik S.A.	
100	0000200579	AT	19098	33869269305		0001	Bergtal Baustoffe GmbH	
100	0000200580	DE	94115858	4856285794		0001	Ahornhof Systemtechnik GmbH	
100	0000200581	DE	99428777	6422118997		0001	Grünfurt Behälterbau GmbH	
100	0000200585	PL	24588896	0700738904013688		0001	Langfeld Chemie S.A.	
100	0000200586	DE	90541777	9431193616		0001	Ahornmark Schleiftechnik GmbH & Co. KG	
100	0000200587	NL	GKCN	6724819942		0001	Espenheim Textilien B.V.	
100	0000200588	DE	93031861	3201819524		0001	Langstein Messtechnik GmbH	
100	0000200590	DE	97097034	8958675132		0001	Feldweg Baustoffe GmbH & Co. KG	
100	0000200591	DE	98010152	2157476272		0001	Birkenried Aufzugstechnik SE	
100	0000200592	DE	92579273	4141910431		0001	Altfels Elektrotechnik AG	
100	0000200593	DE	95663275	4308326956		0001	Lärchenhof Getränke KG	
100	0000200594	AT	90011	27269134801		0001	Holunderbrück Möbelwerke AG	
100	0000200595	DE	96464020	3330857052		0001	Hartau Pumpen AG	
100	0000200596	DE	96724784	5304785093		0001	Eichgrund Präzisionsteile GmbH & Co. KG	
100	0000200597	DE	98837083	7414996403		0001	Südhof Papier GmbH	
100	0000200598	DE	94732099	6968238400		0001	Bergwald Druckguss UG (haftungsbeschränkt)	
100	0000200599	DE	94444038	7494683496		0001	Haselwald Fördertechnik e.K.	
100	0000200603	DE	90230630	1622244173		0001	Neuburg Messtechnik KG	
100	0000200604	PL	11864067	8886648913240650		0001	Langburg Industrieservice Sp. z o.o.	
100	0000200605	DE	96258249	5324263882		0001	Sandfels Baustoffe GmbH	
100	0000200606	DE	98048229	8419124858		0001	Fichtenheim Formenbau KG	
100	0000200607	DE	90193840	7702069388		0001	Langtal Lebensmittel GmbH & Co. KG	
100	0000200608	DE	93509439	7068842631		0001	Grünbach Werkzeugbau UG (haftungsbeschränkt)	
100	0000200609	CH	74793	562763319817		0001	Espenbach Speditionen GmbH	
100	0000200612	DE	94248456	5301960471		0001	Hochdorf Maschinenbau GmbH	
100	0000200617	DE	93261841	7764502200		0001	Altmark Klimatechnik GmbH & Co. KG	
100	0000200618	DE	96843165	3300616872		0001	Kastaniendorf Maschinenbau AG	
100	0000200619	IT	3879580479	503084632740		0001	Espenbrück Speditionen S.p.A.	
100	0000200620	DE	97983560	2775596301		0001	Südweg Klimatechnik e.K.	
100	0000200621	DE	92024240	5959119874		0001	Birkenfurt Baustoffe e.K.	
100	0000200623	AT	02623	82667468374		0001	Lärchenweg Präzisionsteile KG	
100	0000200624	FR	5255304055	78480043952		0001	Südheim Baustoffe S.A.	
100	0000200625	FR	7769819412	81357183333		0001	Altwald Fahrzeugteile S.A.S.	
100	0000200627	DE	99212425	6479734185		0001	Kiefernmark Haustechnik e.K.	
100	0000200628	DE	94489905	6015570390		0001	Kastanienmark Kunststofftechnik KG	
100	0000200629	IT	6982293341	731063437569		0001	Sandhaus Zerspanung S.r.l.	
100	0000200630	DE	92102364	3098595515		0001	Ostdorf Bauelemente GmbH	
100	0000200631	DE	95236759	8124342042		0001	Neubach Haustechnik GmbH	
100	0000200632	DE	99273441	5250252384		0001	Dornmark Haustechnik GmbH	
100	0000200634	DE	92887627	7636093606		0001	Lindenfurt Hydraulik AG	
100	0000200636	DE	99815127	9303483041		0001	Neuheim Armaturen GmbH	
100	0000200637	IT	8725348275	960000568997		0001	Holunderau Textilien S.r.l.	
100	0000200639	DE	99125836	0151206433		0001	Kiefernwald Klimatechnik GmbH	
100	0000200641	DE	98967070	2305504960		0001	Sandhof Präzisionsteile GmbH	
100	0000200642	DE	95014150	8927296230		0001	Feldweg Möbelwerke e.K.	
100	0000200645	DE	90651645	2006304263		0001	Hochau Lagertechnik GmbH	
100	0000200646	DE	93396563	3461947254		0001	Steinfurt Formenbau GmbH	
100	0000200647	DE	93660415	2480870678		0001	Talhof Elektrotechnik UG (haftungsbeschränkt)	
100	0000200648	NL	ZZZI	8016159454		0001	Mühldorf Papier N.V.	
100	0000200649	DE	91162650	2053326420		0001	Talau Papier GmbH & Co. KG	
100	0000200650	DE	92286463	0955626621		0001	Falkenbrück Apparatebau GmbH	
100	0000200651	NL	PBLT	2105289601		0001	Talhaus Baustoffe N.V.	
100	0000200652	CH	79221	173871081010		0001	Bergfels Lagertechnik GmbH	
100	0000200654	DE	93959802	2461165384		0001	Falkenried Textilien GmbH	
100	0000200656	AT	70141	56850005096		0001	Rotsee Aufzugstechnik GmbH	
100	0000200657	DE	98350722	7813425380		0001	Lindental Speditionen GmbH	
100	0000200658	DE	90442173	3478686585		0001	Erlenfeld Dichtungstechnik GmbH & Co. KG	
100	0000200659	DE	93908843	6309191600		0001	Brandwald Kunststofftechnik GmbH	
100	0000200661	DE	92083595	4922453595		0001	Kleinhaus Industrieservice OHG	
100	0000200663	DE	94425425	7189196066		0001	Steinbach Sanitärtechnik KG	
100	0000200664	DE	95464983	5275501723		0001	Grünburg Werkzeugbau GmbH & Co. KG	
100	0000200665	DE	91756521	4509496351		0001	Langmark Baustoffe e.K.	
100	0000200666	DE	90699632	7706584398		0001	Espenfeld Lebensmittel GmbH & Co. KG	
100	0000200667	NL	LMWI	0244872540		0001	Talstein Aufzugstechnik B.V.	
100	0000200668	DE	98730114	8585642343		0001	Langbach Lebensmittel GmbH & Co. KG	
100	0000200669	AT	26829	88797612076		0001	Ulmenheim Hydraulik AG	
100	0000200670	DE	93966650	7702760511		0001	Hartburg Getränke e.K.	
100	0000200673	DE	96300222	4840922408		0001	Rheinburg Präzisionsteile GmbH	
100	0000200674	IT	9077403705	974002840543		0001	Mühlfurt Elektrotechnik S.r.l.	
100	0000200675	DE	93218539	9462010366		0001	Mühlsee Verpackungen AG	
100	0000200676	AT	60827	56073435295		0001	Fichtenfeld Anlagenbau AG	
100	0000200677	NL	DXWD	6130522195		0001	Haselweg Lagertechnik B.V.	
100	0000200678	DE	96243935	9219702178		0001	Bernfels Zerspanung GmbH	
100	0000200679	DE	98486778	5517535215		0001	Kleinmark Oberflächentechnik GmbH & Co. KG	
100	0000200680	DE	95200400	2662580918		0001	Hochstein Lebensmittel GmbH	
100	0000200681	DE	97784140	2424392060		0001	Felddorf Lebensmittel GmbH	
100	0000200685	DE	92330847	9899492159		0001	Norddorf Lagertechnik GmbH	
100	0000200686	DE	91248654	2497918477		0001	Rheinfels Messtechnik GmbH	
100	0000200687	NL	FTCL	3972301830		0001	Holunderweg Speditionen B.V.	
100	0000200688	AT	65484	85488823947		0001	Kleinwald Oberflächentechnik AG	
100	0000200690	DE	99437580	3600061305		0001	Bergtal Pumpen GmbH & Co. KG	
100	0000200692	DE	91014585	6959203707		0001	Sandstein Formenbau UG (haftungsbeschränkt)	
100	0000200694	CH	28456	434249557281		0001	Ulmental Lagertechnik GmbH	
100	0000200695	DE	97781719	3712185476		0001	Dornsee Getränke KG	
100	0000200697	DE	93623439	1014815509		0001	Weidensee Klimatechnik GmbH & Co. KG	
100	0000200699	DE	91189416	4010636282		0001	Bernstein Elektrotechnik KG	
100	0000200700	DE	94268580	0643994829		0001	Nordweg Kunststofftechnik GmbH	
100	0000200701	DE	94299866	9841254775		0001	Bernstein Systemtechnik KG	
100	0000200702	DE	93773880	7958029104		0001	Bergsee Lagertechnik AG	
100	0000200703	AT	03580	65717564280		0001	Mühlhof Antriebstechnik AG	
100	0000200704	NL	ZTDI	5368775809		0001	Feldheim Industrieservice N.V.	
100	0000200705	DE	99570361	0732196539		0001	Reinried Zerspanung e.K.	
100	0000200706	PL	76993680	9175003054131202		0001	Fichtenfels Fördertechnik S.A.	
100	0000200709	DE	99535190	0297625467		0001	Steinweg Werkzeugbau AG	
100	0000200712	DE	97320773	4686063082		0001	Espenberg Formenbau GmbH	
100	0000200713	PL	22771977	0507218075068856		0001	Ostau Verpackungen Sp. z o.o.	
100	0000200714	DE	93663181	2880333482		0001	Fichtenmark Schleiftechnik GmbH & Co. KG	
100	0000200715	DE	97222335	9377148809		0001	Haselweg Baustoffe OHG	
100	0000200716	PL	21845392	2596906763381197		0001	Ostfeld Industrieservice S.A.	
100	0000200717	DE	93087220	8848405769		0001	Nordmark Armaturen GmbH	
100	0000200718	DE	96796826	7054661056		0001	Berghaus Behälterbau KG	
100	0000200719	DE	91457657	6122106470		0001	Fichtenwald Formenbau AG	
100	0000200720	AT	29825	16535745407		0001	Eichhaus Umformtechnik AG	
100	0000200721	DE	92632950	2278152508		0001	Lindendorf Elektrotechnik KGaA	
100	0000200722	AT	27963	68738387124		0001	Erlenau Schleiftechnik KG	
100	0000200725	DE	92980235	4592632339		0001	Ulmenfurt Papier KG	
100	0000200726	DE	98828439	8180807060		0001	Haselfels Möbelwerke GmbH & Co. KG	
100	0000200727	DE	92033297	1014532063		0001	Waldgrund Messtechnik GmbH	
100	0000200728	DE	99646157	2541469071		0001	Talhof Bauelemente e.K.	
100	0000200730	DE	99580543	6059128060		0001	Rheinau Dichtungstechnik GmbH	
100	0000200732	DE	99503981	6751200180		0001	Rotburg Baustoffe AG	
100	0000200733	DE	96356776	1560151900		0001	Kastanienwald Chemie OHG	
100	0000200734	DE	91667438	0077846648		0001	Brandhof Metallbau GmbH & Co. KG	
100	0000200735	DE	93149736	4000990754		0001	Brandfeld Metallbau GmbH	
100	0000200736	DE	92313546	8631842981		0001	Brandbach Getränke GmbH & Co. KG	
100	0000200737	DE	98669108	8835425655		0001	Althaus Lebensmittel AG	
100	0000200738	DE	98885391	3963971461		0001	Althof Maschinenbau GmbH & Co. KG	
100	0000200741	DE	98447353	9614492439		0001	Erlenau Möbelwerke AG	
100	0000200744	DE	93294988	0928022225		0001	Buchenheim Dichtungstechnik GmbH	
100	0000200745	NL	ERRG	5954660036		0001	Birkengrund Werkzeugbau N.V.	
100	0000200747	DE	91754216	5523455440		0001	Eichdorf Antriebstechnik e.K.	
100	0000200748	DE	95940153	0877995348		0001	Feldried Handel UG (haftungsbeschränkt)	
100	0000200749	DE	90094993	9349966129		0001	Rotfels Dichtungstechnik GmbH & Co. KG	
100	0000200750	DE	96813693	9558319344		0001	Rheintal Werkzeugbau GmbH	
100	0000200751	DE	94135674	7287345347		0001	Reinbach Oberflächentechnik GmbH & Co. KG	
100	0000200753	DE	91698050	8088958768		0001	Feldheim Umformtechnik AG	
100	0000200754	DE	97248025	1540761899		0001	Langfurt Fahrzeugteile GmbH & Co. KG	
100	0000200755	DE	92529326	2965754202		0001	Kiefernfurt Recycling GmbH	
100	0000200756	DE	98054275	5484105591		0001	Brandweg Chemie OHG	
100	0000200757	DE	94247689	0940798133		0001	Fichtental Metallbau AG	
100	0000200758	PL	16343635	8217041930525690		0001	Westweg Fördertechnik S.A.	
100	0000200759	AT	40132	15429649634		0001	Altau Bauelemente GmbH	
100	0000200761	DE	99193192	0961738389		0001	Lärchenfurt Hydraulik GmbH	
100	0000200763	DE	93955854	9342512076		0001	Weidenfels Kunststofftechnik GmbH & Co. KG	
100	0000200764	DE	93034527	5961962202		0001	Espenfurt Maschinenbau SE	
100	0000200765	DE	94496278	6465315684		0001	Neubach Industrieservice eG	
100	0000200768	DE	95426603	9758040523		0001	Holundergrund Präzisionsteile GmbH	
100	0000200769	DE	94165960	4104809813		0001	Haselbrück Präzisionsteile KG	
100	0000200770	DE	99514658	8162129156		0001	Ostried Oberflächentechnik GmbH	
100	0000200771	DE	98634498	0010149744		0001	Ostgrund Getränke UG (haftungsbeschränkt)	
100	0000200772	DE	92648803	1116163745		0001	Waldstein Systemtechnik GmbH & Co. KG	
100	0000200774	DE	97215092	1914727631		0001	Dornau Druckguss GmbH & Co. KG	
100	0000200777	DE	95241020	5702568950		0001	Dornbrück Messtechnik GmbH	
100	0000200778	DE	91190278	1947525312		0001	Hartfels Messtechnik OHG	
100	0000200779	DE	96626680	4085492896		0001	Zederbach Möbelwerke GmbH & Co. KG	
100	0000200780	PL	46345632	8668099617679601		0001	Bergbach Speditionen Sp. z o.o.	
100	0000200781	FR	0436891331	97004978443		0001	Bergweg Chemie S.A.	
100	0000200783	FR	8669639153	70178695729		0001	Haselbach Messtechnik S.A.R.L.	
100	0000200784	PL	57799911	4459525590319487		0001	Weißbach Stahlbau S.A.	
100	0000200787	DE	97210697	5137359418		0001	Langgrund Schleiftechnik AG	
100	0000200788	DE	95741873	0500013034		0001	Harttal Antriebstechnik KG	
100	0000200789	DE	98263066	4840786033		0001	Feldstein Elektrotechnik GmbH	
100	0000200790	DE	97366637	9350577396		0001	Osthof Sanitärtechnik GmbH	
100	0000200791	DE	99058158	2576896505		0001	Birkengrund Präzisionsteile GmbH & Co. KG	
100	0000200792	DE	96376545	5272485656		0001	Lärchenfeld Elektrotechnik GmbH	
100	0000200793	FR	3265898303	75568423834		0001	Haselhof Handel S.A.	
100	0000200795	DE	93444940	9289202275		0001	Rheinried Armaturen e.K.	
100	0000200796	DE	97823561	3839717462		0001	Ahornhaus Speditionen AG	
100	0000200797	DE	91788677	3239228960		0001	Ahornwald Zerspanung GmbH & Co. KG	
100	0000200798	DE	95249041	5945220638		0001	Hochburg Armaturen OHG	
100	0000200799	DE	94218734	3349871246		0001	Kiefernbrück Präzisionsteile GmbH	
100	0000200800	DE	92357551	4882365659		0001	Zederwald Lebensmittel e.K.	
100	0000200801	DE	93495465	7589623961		0001	Langfurt Umformtechnik e.K.	
100	0000200805	DE	92102264	3541910059		0001	Alttal Systemtechnik KG	
100	0000200806	DE	92164453	2724999722		0001	Holunderberg Fahrzeugteile GmbH	
100	0000200809	DE	90481206	0548378331		0001	Lärchenfurt Messtechnik KG	
100	0000200810	DE	95211501	9633241440		0001	Zederried Textilien KG	
100	0000200811	DE	95823572	7922560521		0001	Fichtenburg Industrieservice GmbH	
100	0000200812	DE	96603054	5546864407		0001	Kleinbach Maschinenbau GmbH	
100	0000200813	DE	91241345	9033174524		0001	Südau Chemie GmbH	
100	0000200815	DE	97842603	4417762756		0001	Kleinfeld Lebensmittel GmbH	
100	0000200817	DE	97092590	7973381223		0001	Westfurt Recycling eG	
100	0000200818	FR	3420884251	44161524534		0001	Espendorf Kunststofftechnik S.A.	
100	0000200820	DE	94336190	9009177128		0001	Langbach Verpackungen GmbH	
100	0000200821	DE	90378526	8816420824		0001	Sandfeld Recycling GmbH & Co. KG	
100	0000200822	PL	61953001	9703685286420279		0001	Erlenfurt Zerspanung S.A.	
100	0000200823	DE	97953972	5515392047		0001	Lärchenbach Armaturen AG	
100	0000200824	DE	90835158	9060027814		0001	Bernau Apparatebau e.K.	
100	0000200829	DE	98743372	8828125345		0001	Rotheim Papier GmbH	
100	0000200830	DE	98604286	4753465499		0001	Fichtenstein Fördertechnik GmbH	
100	0000200831	DE	97100148	9033547358		0001	Waldhaus Druckguss GmbH	
100	0000200832	IT	5558823884	050579880133		0001	Mühlfels Baustoffe S.p.A.	
100	0000200833	DE	93073792	3187602428		0001	Brandstein Armaturen GmbH	
100	0000200837	FR	2086032446	74261284122		0001	Brandried Systemtechnik S.A.	
100	0000200838	DE	97792240	2376279305		0001	Rotfels Haustechnik UG (haftungsbeschränkt)	
100	0000200839	DE	96720693	8722712527		0001	Ostbrück Oberflächentechnik UG (haftungsbeschränkt)	
100	0000200840	DE	98106744	4776203209		0001	Buchengrund Präzisionsteile GmbH	
100	0000200841	DE	94614265	7944962081		0001	Talau Schleiftechnik GmbH	
100	0000200842	DE	90436878	6404276850		0001	Lindendorf Systemtechnik GmbH	
100	0000200843	DE	98664539	2180211239		0001	Espenhaus Getränke GmbH	
100	0000200844	DE	91228511	4359625684		0001	Steinfurt Präzisionsteile GmbH & Co. KG	
100	0000200845	DE	94120385	7710420033		0001	Stahlhandel Bergmann KG	
100	0000200846	DE	93734103	8377556868		0001	Lärchenhof Messtechnik GmbH	
100	0000200847	DE	93368046	3730132009		0001	Berggrund Schleiftechnik GmbH	
100	0000200848	DE	94732122	3549312652		0001	Südgrund Messtechnik KGaA	
100	0000200849	DE	92747075	2195899477		0001	Kleinfeld Zerspanung GmbH	
100	0000200851	DE	93308322	8495847876		0001	Falkenfels Papier GmbH & Co. KG	
100	0000200852	FR	1978345735	39257939151		0001	Ostburg Handel S.A.S.	
100	0000200853	IT	9240517513	216556304174		0001	Lindenmark Apparatebau S.r.l.	
100	0000200854	DE	99318483	3576721552		0001	Kastanienhof Bauelemente OHG	
100	0000200855	DE	90176479	5352098648		0001	Eichhof Messtechnik GmbH	
100	0000200856	DE	90577659	4712179764		0001	Kleinheim Sanitärtechnik GmbH & Co. KG	
100	0000200857	DE	90818987	7854530342		0001	Südheim Textilien UG (haftungsbeschränkt)	
100	0000200858	DE	96208968	0696228316		0001	Ostfeld Logistik GmbH	
100	0000200859	DE	90121938	0682763420		0001	Ulmenhaus Oberflächentechnik GmbH & Co. KG	
100	0000200860	DE	95752250	5942778978		0001	Rotweg Umformtechnik GmbH	
100	0000200862	DE	99774652	4482522052		0001	Nordberg Armaturen GmbH	
100	0000200864	DE	97401559	4709723893		0001	Feldstein Systemtechnik GmbH	
100	0000200867	DE	96879962	3301857438		0001	Buchenstein Textilien GmbH	
100	0000200868	DE	95851387	8280620520		0001	Brandheim Logistik GmbH	
100	0000200870	DE	92285646	2049130189		0001	Falkenmark Metallbau GmbH	
100	0000200875	DE	95773769	2666717643		0001	Falkendorf Stahlbau GmbH & Co. KG	
100	0000200876	DE	93294674	3579334461		0001	Reinried Klimatechnik GmbH	
100	0000200877	AT	86507	41018590270		0001	Langheim Anlagenbau AG	
100	0000200878	DE	92389699	2454442393		0001	Bernried Baustoffe eG	
100	0000200879	DE	90152978	7428924090		0001	Birkenberg Anlagenbau UG (haftungsbeschränkt)	
100	0000200880	DE	93071874	7653443003		0001	Erlensee Lagertechnik GmbH	
100	0000200882	DE	90966539	5923966274		0001	Waldhaus Industrieservice KG	
100	0000200883	DE	91513852	5695900332		0001	Waldhaus Schweißtechnik GmbH	
100	0000200885	DE	93247831	6336903443		0001	Rheinried Anlagenbau GmbH & Co. KG	
100	0000200886	DE	90182909	5251565657		0001	Langfels Metallbau GmbH	
100	0000200887	CH	93766	826534990679		0001	Rheintal Stahlbau GmbH	
100	0000200890	DE	94859179	0666481490		0001	Eichweg Verpackungen GmbH	
100	0000200891	FR	1065817847	94543573016		0001	Ostdorf Stahlbau S.A.	
100	0000200892	DE	96907681	3607203815		0001	Weidenbach Handel OHG	
100	0000200894	DE	91625028	4278466349		0001	Eichbrück Stahlbau GmbH	
100	0000200895	DE	95904713	5243613555		0001	Südwald Getränke GmbH	
100	0000200896	DE	98088742	5965366395		0001	Kleinmark Bedachungen GmbH	
100	0000200897	DE	99266138	8023162113		0001	Kiefernbach Zerspanung GmbH	
100	0000200898	NL	IZJB	7230629106		0001	Kleinstein Chemie B.V.	
100	0000200901	DE	92938670	1457095701		0001	Birkenberg Apparatebau GmbH & Co. KG	
100	0000200903	DE	92308065	9348944488		0001	Südau Klimatechnik GmbH	
100	0000200904	DE	94753308	6102581882		0001	Langwald Möbelwerke GmbH & Co. KG	
100	0000200905	DE	98472372	6498433090		0001	Reingrund Industrieservice GmbH	
100	0000200906	DE	95986565	0830142720		0001	Neuheim Aufzugstechnik e.K.	
100	0000200907	DE	97606850	6269208685		0001	Südbrück Lebensmittel GmbH	
100	0000200908	DE	96091738	0306283141		0001	Haselwald Klimatechnik GmbH	
100	0000200909	DE	97927633	4917332120		0001	Mühlfels Lebensmittel GmbH	
100	0000200910	DE	95798482	5102554590		0001	Hochhaus Bauelemente SE	
100	0000200912	DE	90830620	3522772792		0001	Bernburg Verpackungen GmbH & Co. KG	
100	0000200913	DE	91678786	2737803314		0001	Kastanienstein Stahlbau GmbH & Co. KG	
100	0000200915	NL	LJEQ	1725684595		0001	Harthof Formenbau B.V.	
100	0000200917	DE	96290916	7234051439		0001	Zedersee Speditionen GmbH	
100	0000200918	DE	96858796	1719493551		0001	Steinheim Recycling e.K.	
100	0000200920	DE	97078702	1704210129		0001	Weidenfeld Haustechnik KGaA	
100	0000200922	DE	94822874	3800452876		0001	Feldbrück Textilien GmbH & Co. KG	
100	0000200923	NL	LULR	4624731374		0001	Waldweg Klimatechnik B.V.	
100	0000200924	DE	94661698	4001256771		0001	Lindenwald Druckguss SE	
100	0000200925	DE	92105880	0939015487		0001	Haselberg Lagertechnik AG	
100	0000200926	DE	93870665	0292081595		0001	Mühlburg Textilien GmbH & Co. KG	
100	0000200928	DE	96004821	9461645703		0001	Ahorngrund Stahlbau GmbH	
100	0000200930	DE	94600350	3706784475		0001	Kleinberg Schweißtechnik GmbH	
100	0000200931	FR	5001774373	46577280049		0001	Zederdorf Getränke S.A.	
100	0000200932	DE	98134084	4222313490		0001	Dornfels Möbelwerke KGaA	
100	0000200933	DE	93055986	1496617342		0001	Birkensee Maschinenbau GmbH	
100	0000200937	DE	90285721	9238468538		0001	Fichtenhaus Möbelwerke e.K.	
100	0000200938	FR	2876268964	40162093210		0001	Ahornberg Umformtechnik S.A.	
100	0000200939	FR	2182442354	88780809208		0001	Südsee Möbelwerke S.A.S.	
100	0000200940	DE	93931523	5733468889		0001	Weißfurt Formenbau SE	
100	0000200941	DE	98748172	8277209178		0001	Eichfeld Lebensmittel GmbH	
100	0000200947	DE	91098026	2223500835		0001	Bernburg Präzisionsteile AG	
100	0000200948	DE	92170513	0128380378		0001	Eichgrund Lagertechnik AG	
100	0000200949	DE	97303541	9178509923		0001	Ahornstein Haustechnik GmbH	
100	0000200950	DE	96336525	8512502365		0001	Westfeld Haustechnik GmbH & Co. KG	
100	0000200953	DE	97550543	8041221910		0001	Sandau Zerspanung GmbH	
100	0000200955	AT	51761	66508264318		0001	Weißberg Stahlbau GmbH	
100	0000200956	DE	94625854	3278520149		0001	Südmark Messtechnik GmbH & Co. KG	
100	0000200958	DE	94516224	3605743542		0001	Hochmark Baustoffe GmbH	
100	0000200959	DE	91925843	4976565772		0001	Reinmark Oberflächentechnik GmbH	
100	0000200960	NL	NKUA	5528175824		0001	Espenmark Recycling B.V.	
100	0000200961	DE	95732445	6026014375		0001	Sandberg Fördertechnik GmbH & Co. KG	
100	0000200962	NL	PGDT	2454443081		0001	Südbrück Speditionen B.V.	
100	0000200963	DE	97992666	9805299340		0001	Kastanienhof Fördertechnik UG (haftungsbeschränkt)	
