MANDT	KUNNR	BANKS	BANKL	BANKN	BKONT	BVTYP	KOINH	XEZER
100	0000100633	DE	95520629	3427236244		0001	Lärchenfurt Aufzugstechnik GmbH & Co. KG	
100	0000100634	DE	91971373	6107460059		0001	Waldau Möbelwerke UG (haftungsbeschränkt)	
100	0000100636	DE	99552902	6389205931		0001	Steingrund Lagertechnik GmbH	
100	0000100638	DE	94154637	7585715010		0001	Ahornwald Anlagenbau GmbH & Co. KG	
100	0000100639	DE	99656145	2026922362		0001	Espenburg Zerspanung GmbH & Co. KG	
100	0000100640	FR	3691541807	62964174063		0001	Brandhof Recycling S.A.	
100	0000100642	DE	90224228	7591482717		0001	Birkenmark Lebensmittel GmbH	
100	0000100643	DE	98839287	1066114100		0001	Bernstein Umformtechnik GmbH	
100	0000100644	DE	99107271	9789950863		0001	Rotfurt Apparatebau GmbH	
100	0000100645	AT	36489	31548654567		0001	Osthof Maschinenbau KG	
100	0000100647	DE	92801548	0646154235		0001	Bergfels Schweißtechnik GmbH	
100	0000100648	DE	97668694	0809837094		0001	Grünried Lagertechnik GmbH	
100	0000100649	DE	99840767	0450076537		0001	Süddorf Apparatebau GmbH & Co. KG	
100	0000100650	DE	96164505	6671586479		0001	Zederheim Lagertechnik GmbH	
100	0000100651	DE	90136438	6968972091		0001	Westweg Behälterbau KG	
100	0000100652	DE	99543554	7649793742		0001	Eichberg Speditionen KGaA	
100	0000100653	DE	94490760	7587012873		0001	Bergstein Kunststofftechnik OHG	
100	0000100655	DE	92437510	0792554186		0001	Mühlgrund Fördertechnik GmbH & Co. KG	
100	0000100658	DE	90653750	3390089357		0001	Haselmark Präzisionsteile GmbH	
100	0000100660	DE	98984065	1398969319		0001	Westheim Aufzugstechnik GmbH	
100	0000100663	DE	91713913	0771113694		0001	Langmark Hydraulik GmbH & Co. KG	
100	0000100664	DE	95523551	7756651310		0001	Rothof Sanitärtechnik UG (haftungsbeschränkt)	
100	0000100665	DE	99055672	1461114207		0001	Weidenfels Klimatechnik UG (haftungsbeschränkt)	
100	0000100666	DE	92600958	7438700874		0001	Kastanienau Oberflächentechnik GmbH & Co. KG	
100	0000100667	DE	94890537	6301077053		0001	Lindenau Industrieservice AG	
100	0000100668	DE	97484294	8747639811		0001	Weidenau Verpackungen GmbH	
100	0000100669	DE	99150124	9820990071		0001	Lindenstein Apparatebau KG	
100	0000100671	DE	95262925	0982782037		0001	Weißberg Baustoffe e.K.	
100	0000100672	DE	98589121	8495883888		0001	Rotfurt Armaturen GmbH	
100	0000100674	DE	94723120	6596885609		0001	Kiefernbrück Industrieservice GmbH	
100	0000100677	NL	MNKB	4870985178		0001	Bernried Möbelwerke B.V.	
100	0000100678	DE	98594939	8252592545		0001	Zedermark Schleiftechnik eG	
100	0000100679	DE	98640262	6347512764		0001	Kastaniensee Oberflächentechnik GmbH	
100	0000100680	DE	96875006	6162669048		0001	Erlenwald Antriebstechnik GmbH	
100	0000100681	DE	98047511	3028942858		0001	Kastaniental Pumpen UG (haftungsbeschränkt)	
100	0000100682	DE	95802496	4232265111		0001	Weidengrund Klimatechnik GmbH	
100	0000100687	FR	1486967130	60903460677		0001	Bernwald Klimatechnik S.A.S.	
100	0000100688	DE	98148676	5936946803		0001	Kleinhaus Recycling UG (haftungsbeschränkt)	
100	0000100689	DE	95722573	8223664009		0001	Branddorf Fördertechnik e.K.	
100	0000100695	DE	97956920	0838097946		0001	Waldbach Fahrzeugteile AG	
100	0000100697	DE	93449127	1222416753		0001	Langau Behälterbau eG	
100	0000100700	DE	91149512	1927500533		0001	Dorntal Textilien GmbH	
100	0000100701	DE	90870502	8736506458		0001	Haselwald Metallbau GmbH & Co. KG	
100	0000100702	DE	98466098	2368538833		0001	Weidendorf Handel GmbH	
100	0000100705	FR	3902189889	48972700827		0001	Berghaus Bauelemente S.A.R.L.	
100	0000100706	DE	99046706	6884238042		0001	Westwald Kunststofftechnik AG	
100	0000100716	DE	91486403	8631573484		0001	Branddorf Haustechnik GmbH	
100	0000100719	CH	85618	335588064890		0001	Westhof Behälterbau AG	
100	0000100720	DE	92176507	0202994315		0001	Westhaus Metallbau GmbH	
100	0000100721	NL	OMTV	1092048883		0001	Ulmental Hydraulik B.V.	
100	0000100722	DE	98446093	3110010738		0001	Haselfeld Speditionen UG (haftungsbeschränkt)	
100	0000100724	DE	99894806	0789537877		0001	Reinried Fahrzeugteile e.K.	
100	0000100725	DE	95040127	7117981676		0001	Weidenmark Stahlbau GmbH	
100	0000100728	DE	95078047	7035071645		0001	Feldbrück Klimatechnik GmbH	
100	0000100729	NL	UDAN	0105887447		0001	Lärchenbach Textilien N.V.	
100	0000100730	DE	95873523	1841967265		0001	Kleinmark Handel GmbH	
100	0000100731	DE	99307005	5391789672		0001	Lärchenhaus Haustechnik AG	
100	0000100732	FR	1777672282	54031638705		0001	Ostsee Bedachungen S.A.	
100	0000100733	NL	LIAJ	9198608220		0001	Zederstein Lagertechnik N.V.	
100	0000100735	DE	97703247	7145242174		0001	Steinwald Umformtechnik e.K.	
100	0000100737	DE	98267396	5898331945		0001	Zederdorf Textilien GmbH	
100	0000100738	FR	8103488319	51902480024		0001	Haselbrück Druckguss S.A.S.	
100	0000100741	DE	92673575	4725458875		0001	Ahornhaus Zerspanung GmbH	
100	0000100742	DE	99844684	2959320285		0001	Weißhof Apparatebau eG	
100	0000100745	DE	95178478	7044678963		0001	Kiefernberg Papier GmbH	
100	0000100747	NL	BDSW	0570351372		0001	Buchenberg Hydraulik B.V.	
100	0000100750	DE	90103037	2746542169		0001	Hochsee Bauelemente OHG	
100	0000100751	DE	95463566	2130214475		0001	Eichstein Haustechnik GmbH	
100	0000100752	DE	96891163	4791231426		0001	Lärchenfels Antriebstechnik GmbH	
100	0000100753	DE	91284577	7901888732		0001	Eichried Papier KG	
100	0000100755	DE	91310654	7033939743		0001	Birkenau Oberflächentechnik GmbH	
100	0000100756	DE	96159157	2812176652		0001	Hochau Speditionen OHG	
100	0000100757	DE	95085465	2743916021		0001	Waldhof Chemie OHG	
100	0000100758	PL	47810466	0647144146964799		0001	Lärchenmark Verpackungen S.A.	
100	0000100761	DE	99065214	6547889185		0001	Kleinhof Anlagenbau GmbH	
100	0000100762	DE	92082236	6833252170		0001	Langbrück Recycling GmbH	
100	0000100764	DE	94758400	5530268312		0001	Oststein Baustoffe OHG	
100	0000100765	DE	98726918	4629312320		0001	Buchengrund Getränke GmbH & Co. KG	
100	0000100767	DE	93616075	6878183729		0001	Reindorf Umformtechnik SE	
100	0000100768	AT	03030	55489804150		0001	Ahornfels Getränke GmbH	
100	0000100769	DE	96633245	2546960155		0001	Grünfeld Fahrzeugteile GmbH	
100	0000100770	PL	78729164	4128154171412961		0001	Eichmark Metallbau Sp. z o.o.	
100	0000100771	PL	67271897	6170594719057736		0001	Bergfels Baustoffe S.A.	
100	0000100773	CH	24006	900362086191		0001	Bergfeld Industrieservice AG	
100	0000100774	DE	91317879	4958635951		0001	Ulmental Stahlbau KGaA	
100	0000100775	DE	97861437	3285677873		0001	Lärchenfurt Bedachungen GmbH	
100	0000100776	DE	96878742	2215309603		0001	Weißau Präzisionsteile GmbH	
100	0000100778	DE	91692823	1528983461		0001	Haseltal Apparatebau GmbH & Co. KG	
100	0000100779	DE	96763782	6398468654		0001	Zederheim Metallbau GmbH & Co. KG	
100	0000100782	DE	98460443	4493445570		0001	Lindenried Behälterbau KG	
100	0000100783	NL	XQLN	8725628936		0001	Talhaus Recycling N.V.	
100	0000100786	DE	98407997	6368378604		0001	Weidenmark Handel GmbH & Co. KG	
100	0000100787	DE	94713969	5481838511		0001	Bernbach Papier e.K.	
100	0000100789	IT	3898899206	325283065813		0001	Kleinfeld Aufzugstechnik S.r.l.	
100	0000100790	DE	92825918	0707128288		0001	Sandtal Textilien AG	
100	0000100791	DE	90789203	7009891495		0001	Südried Baustoffe UG (haftungsbeschränkt)	
100	0000100792	DE	96495554	2779186417		0001	Birkenwald Oberflächentechnik GmbH	
100	0000100793	NL	DYKC	6088430986		0001	Südwald Werkzeugbau N.V.	
100	0000100795	DE	93256024	8706525403		0001	Grünfurt Fahrzeugteile AG	
100	0000100798	DE	99740014	5011275023		0001	Talberg Armaturen GmbH	
100	0000100799	IT	4926283475	717564227387		0001	Süddorf Textilien S.p.A.	
100	0000100801	DE	99310149	4611554710		0001	Hartberg Zerspanung AG	
100	0000100803	DE	92316126	1836052095		0001	Westfurt Druckguss GmbH	
100	0000100808	AT	17030	32286514115		0001	Altau Elektrotechnik AG	
100	0000100812	DE	97933143	9911235476		0001	Erlenheim Bedachungen AG	
100	0000100813	DE	99040545	0529225174		0001	Langtal Systemtechnik GmbH	
100	0000100814	DE	94930364	8348918140		0001	Feldfels Bauelemente GmbH	
100	0000100815	DE	95720331	2791640118		0001	Grünfels Zerspanung GmbH & Co. KG	
100	0000100817	PL	66963774	2568332156344313		0001	Bergheim Möbelwerke Sp. z o.o.	
100	0000100818	DE	90290364	5826740481		0001	Holundertal Oberflächentechnik GmbH	
100	0000100819	DE	96124424	5346765960		0001	Fichtenbach Hydraulik GmbH	
100	0000100822	DE	99726095	7030669543		0001	Waldheim Werkzeugbau AG	
100	0000100823	AT	44134	23870256901		0001	Weidenfeld Lebensmittel AG	
100	0000100824	DE	97694795	0861406002		0001	Zederburg Speditionen KG	
100	0000100825	DE	94259027	9137489017		0001	Rheinburg Bauelemente GmbH & Co. KG	
100	0000100827	DE	93369424	2618263300		0001	Lindendorf Verpackungen GmbH	
100	0000100828	DE	95282287	6827790739		0001	Waldmark Sanitärtechnik GmbH	
100	0000100829	AT	05662	84536133635		0001	Birkenwald Messtechnik KG	
100	0000100830	DE	91999893	9127004700		0001	Talfels Speditionen GmbH	
100	0000100831	DE	92332453	1241694525		0001	Lärchengrund Umformtechnik GmbH & Co. KG	
100	0000100832	DE	92250223	7285703433		0001	Lärchenstein Schweißtechnik GmbH	
100	0000100833	DE	98097702	2893356523		0001	Weißsee Recycling AG	
100	0000100835	DE	90610490	5759678580		0001	Mühlheim Oberflächentechnik KG	
100	0000100839	AT	02602	04503436686		0001	Kiefernsee Systemtechnik GmbH	
100	0000100841	DE	93349825	6556635985		0001	Südsee Haustechnik OHG	
100	0000100844	DE	97779557	6502502795		0001	Weißburg Hydraulik GmbH	
100	0000100845	FR	8285510827	76415099642		0001	Waldhaus Sanitärtechnik S.A.R.L.	
100	0000100846	IT	9754550642	010018446829		0001	Südheim Speditionen S.p.A.	
100	0000100847	DE	92456185	9224218120		0001	Falkenau Schweißtechnik UG (haftungsbeschränkt)	
100	0000100849	DE	98733886	9363266565		0001	Erlenwald Bauelemente GmbH	
100	0000100852	DE	99861504	6406849038		0001	Nordburg Elektrotechnik KG	
100	0000100855	DE	90124307	5335519537		0001	Mühlhaus Antriebstechnik e.K.	
100	0000100858	NL	OPNZ	3635799603		0001	Hochfels Industrieservice B.V.	
100	0000100859	DE	96809522	0911434246		0001	Kleinmark Baustoffe KG	
100	0000100860	NL	MBBP	5157836062		0001	Neuweg Industrieservice B.V.	
100	0000100862	DE	94422031	1123733324		0001	Westhof Lebensmittel KG	
100	0000100863	DE	90585303	9569688763		0001	Kleinheim Fördertechnik GmbH	
100	0000100864	DE	93001543	1762098379		0001	Falkenmark Sanitärtechnik GmbH & Co. KG	
100	0000100865	DE	92694859	3889990821		0001	Sanddorf Lebensmittel UG (haftungsbeschränkt)	
100	0000100867	DE	99637106	2812691750		0001	Waldberg Textilien KG	
100	0000100870	DE	93956084	1068320476		0001	Osttal Bedachungen GmbH & Co. KG	
100	0000100872	DE	91124150	5041898663		0001	Fichtenhof Maschinenbau GmbH	
100	0000100873	DE	99516417	2916780971		0001	Rheinhof Baustoffe AG	
100	0000100874	DE	93752619	6829677418		0001	Birkenfels Logistik GmbH & Co. KG	
100	0000100878	DE	94955266	4391220162		0001	Kiefernstein Präzisionsteile GmbH	
100	0000100884	DE	98146895	6216845068		0001	Westdorf Messtechnik GmbH	
100	0000100887	CH	06357	242357748457		0001	Bernberg Armaturen AG	
100	0000100889	DE	90813127	3171832310		0001	Birkenmark Maschinenbau GmbH	
100	0000100890	DE	90158344	3568477015		0001	Ostsee Hydraulik AG	
100	0000100895	DE	92421420	6837768530		0001	Birkental Antriebstechnik GmbH	
100	0000100896	DE	99951324	3317448202		0001	Bergwald Sanitärtechnik GmbH & Co. KG	
100	0000100897	DE	95626565	3581062625		0001	Altried Bauelemente KG	
100	0000100899	NL	ZTPG	9011752757		0001	Weidenried Getränke N.V.	
100	0000100900	PL	64411836	6726840051506073		0001	Lärchenheim Metallbau Sp. z o.o.	
100	0000100902	CH	76985	191647092284		0001	Grünstein Zerspanung AG	
100	0000100903	DE	92430490	1536640954		0001	Kiefernfels Schleiftechnik AG	
100	0000100905	DE	94047951	9710067338		0001	Falkendorf Hydraulik UG (haftungsbeschränkt)	
100	0000100906	DE	96136156	1283611716		0001	Haselwald Papier GmbH & Co. KG	
100	0000100908	DE	90482017	2930182946		0001	Kiefernbrück Sanitärtechnik GmbH & Co. KG	
100	0000100909	DE	93694083	6103145801		0001	Kastaniental Dichtungstechnik GmbH	
100	0000100910	CH	29344	149277107935		0001	Westwald Hydraulik AG	
100	0000100911	DE	94201292	5452857838		0001	Ostried Zerspanung GmbH & Co. KG	
100	0000100915	DE	92364724	7463879595		0001	Dornberg Textilien GmbH & Co. KG	
100	0000100916	DE	91923869	6435719530		0001	Westgrund Baustoffe GmbH & Co. KG	
100	0000100918	DE	97896438	9477665734		0001	Haselfeld Aufzugstechnik GmbH	
100	0000100919	DE	92548274	8946930824		0001	Ulmenmark Aufzugstechnik GmbH	
100	0000100921	DE	92714819	3350053576		0001	Steindorf Metallbau KG	
100	0000100928	DE	98402668	1301937787		0001	Hartmark Lebensmittel OHG	
100	0000100930	DE	96832792	5790830829		0001	Weißberg Werkzeugbau OHG	
100	0000100933	DE	90207396	8337117169		0001	Haselbrück Lagertechnik SE	
100	0000100934	FR	2818863789	87716177712		0001	Nordheim Lagertechnik S.A.R.L.	
100	0000100936	CH	90746	277415311915		0001	Langburg Textilien AG	
100	0000100937	DE	93051482	1233772149		0001	Haseltal Aufzugstechnik GmbH & Co. KG	
100	0000100938	PL	68389257	8411480410846457		0001	Kiefernfurt Zerspanung S.A.	
100	0000100941	DE	96273978	5769323286		0001	Kiefernmark Fahrzeugteile AG	
100	0000100943	DE	93580002	7856876718		0001	Hochdorf Elektrotechnik GmbH	
100	0000100944	DE	91893556	7440976645		0001	Haselberg Hydraulik GmbH & Co. KG	
100	0000100946	DE	93396225	7171025950		0001	Lindenbach Baustoffe AG	
100	0000100953	DE	96036927	0302648993		0001	Kleinau Haustechnik GmbH & Co. KG	
100	0000100954	DE	97482270	4922434781		0001	Erlenhof Industrieservice GmbH	
100	0000100956	DE	92523963	3438410229		0001	Reinau Bauelemente GmbH & Co. KG	
100	0000100957	DE	93415906	3321860977		0001	Südau Schweißtechnik GmbH	
100	0000100958	AT	36000	78404078899		0001	Ahornmark Logistik GmbH	
100	0000100960	DE	92933840	2008480015		0001	Steinfurt Dichtungstechnik KG	
100	0000100961	DE	95429182	2834061391		0001	Weißstein Kunststofftechnik GmbH	
100	0000100963	NL	QTAR	2676443195		0001	Talwald Elektrotechnik B.V.	
100	0000100964	DE	94900729	6857511066		0001	Ahornfurt Textilien KG	
100	0000100965	DE	90788358	1484223146		0001	Kastanienried Lebensmittel UG (haftungsbeschränkt)	
100	0000100966	DE	93026404	3246927251		0001	Espenberg Getränke GmbH & Co. KG	
100	0000100967	DE	92557347	0482218619		0001	Bernfurt Druckguss GmbH	
100	0000100969	CH	57492	744168407751		0001	Grünwald Maschinenbau AG	
100	0000100971	DE	96190728	6102345818		0001	Bergberg Kunststofftechnik UG (haftungsbeschränkt)	
100	0000100974	DE	98159651	6346033912		0001	Birkental Anlagenbau KG	
100	0000100975	AT	16071	71013071540		0001	Kiefernfeld Formenbau GmbH	
100	0000100976	CH	76481	889416925609		0001	Holunderbach Druckguss GmbH	
100	0000100981	FR	2395060904	14216270636		0001	Bergfurt Kunststofftechnik S.A.R.L.	
100	0000100982	DE	90560790	9132565228		0001	Lindenheim Apparatebau GmbH & Co. KG	
100	0000100983	DE	97977626	2927712144		0001	Falkenstein Stahlbau GmbH	
100	0000100986	DE	93692974	6911617297		0001	Altfels Handel GmbH	
100	0000100988	DE	90332391	2722237221		0001	Erlenweg Zerspanung GmbH	
100	0000100989	DE	98141888	7137015972		0001	Sandhaus Handel GmbH	
100	0000100990	AT	57683	19049254076		0001	Hartweg Papier GmbH	
100	0000100991	DE	96394873	6714295973		0001	Rheinweg Maschinenbau SE	
100	0000100992	DE	94881771	8313235645		0001	Ahornhaus Textilien SE	
100	0000100993	DE	95245894	7601577351		0001	Lindensee Sanitärtechnik e.K.	
100	0000100997	DE	94489651	9364443522		0001	Ahornsee Schweißtechnik e.K.	
100	0000100998	AT	39235	85270907258		0001	Zedertal Werkzeugbau AG	
100	0000100999	NL	OKBQ	7126939528		0001	Rheinfels Textilien B.V.	
100	0000101000	DE	96309864	9959403709		0001	Brandbach Möbelwerke GmbH & Co. KG	
100	0000101001	DE	97213294	4372530003		0001	Brandtal Oberflächentechnik AG	
100	0000101002	DE	98398195	2076614280		0001	Neuweg Fördertechnik eG	
100	0000101003	IT	0429075355	511751571386		0001	Ostburg Verpackungen S.r.l.	
100	0000101004	DE	91692466	3391528716		0001	Feldberg Schleiftechnik AG	
100	0000101006	DE	94644545	7873403402		0001	Buchenwald Systemtechnik e.K.	
100	0000101008	DE	99542390	8238074218		0001	Espenwald Formenbau GmbH & Co. KG	
100	0000101012	DE	96452334	1373022029		0001	Kiefernhof Kunststofftechnik GmbH	
100	0000101013	DE	98582823	8671539391		0001	Waldau Haustechnik GmbH	
100	0000101014	DE	99357428	0593270669		0001	Talweg Pumpen GmbH & Co. KG	
100	0000101019	FR	0432609216	22162144301		0001	Erlenweg Messtechnik S.A.	
100	0000101021	DE	98430948	1908734503		0001	Nordmark Druckguss GmbH	
100	0000101022	DE	92307836	1936783176		0001	Nordbach Druckguss GmbH	
100	0000101023	NL	ORFV	5942433450		0001	Feldau Systemtechnik B.V.	
100	0000101025	DE	98608786	2680195965		0001	Ulmenburg Pumpen GmbH	
100	0000101026	DE	98846808	0529990469		0001	Kiefernried Stahlbau GmbH	
100	0000101030	DE	98640925	1419383626		0001	Grünmark Pumpen GmbH	
100	0000101034	AT	78390	59259243510		0001	Brandsee Chemie GmbH	
100	0000101036	DE	90149390	8888205556		0001	Hochwald Bauelemente GmbH	
100	0000101040	DE	97182958	1833887752		0001	Falkenfurt Fahrzeugteile GmbH	
100	0000101042	DE	95915932	3031015138		0001	Weißhaus Baustoffe GmbH & Co. KG	
100	0000101043	DE	97988517	3830126408		0001	Norddorf Umformtechnik GmbH & Co. KG	
100	0000101046	DE	95199071	3476071501		0001	Lärchenstein Messtechnik GmbH & Co. KG	
100	0000101047	AT	50947	17919134723		0001	Altbach Anlagenbau KG	
100	0000101050	DE	91971183	8892894671		0001	Birkenburg Messtechnik GmbH	
100	0000101051	CH	57535	193230078730		0001	Dornweg Hydraulik GmbH	
100	0000101055	FR	2140566856	48402597617		0001	Grünberg Antriebstechnik S.A.S.	
100	0000101056	DE	90327748	1760015016		0001	Sandtal Logistik GmbH & Co. KG	
100	0000101057	FR	4727781835	67533427717		0001	Waldfels Logistik S.A.S.	
100	0000101060	DE	98419513	5615766009		0001	Bergtal Dichtungstechnik GmbH & Co. KG	
100	0000101062	DE	95774727	9225070934		0001	Ostbach Getränke KG	
100	0000101063	DE	98909365	6777126143		0001	Ostheim Papier GmbH	
100	0000101064	FR	6682656054	23002703277		0001	Langtal Möbelwerke S.A.S.	
100	0000101066	DE	95588878	0973258615		0001	Altmark Chemie GmbH	
100	0000101067	DE	90638172	4520224824		0001	Südgrund Industrieservice KG	
100	0000101069	DE	95629922	0733754274		0001	Dornheim Getränke KG	
100	0000101070	IT	8643389977	393358693829		0001	Rheinmark Umformtechnik S.p.A.	
100	0000101071	IT	7585725953	960497995261		0001	Falkental Oberflächentechnik S.p.A.	
100	0000101072	DE	93930636	8523736398		0001	Ahornsee Bedachungen KGaA	
100	0000101076	IT	8347444128	843823785210		0001	Taltal Druckguss S.p.A.	
100	0000101080	DE	97765293	6627777623		0001	Ulmenhof Chemie GmbH & Co. KG	
100	0000101082	DE	97641085	8412654311		0001	Espental Behälterbau GmbH	
100	0000101085	DE	96461606	6963183860		0001	Erlenfels Schleiftechnik UG (haftungsbeschränkt)	
100	0000101086	DE	96732278	4077294289		0001	Sanddorf Logistik KG	
100	0000101087	DE	98793710	5991533821		0001	Sandhof Antriebstechnik GmbH	
100	0000101090	DE	95361531	6977964305		0001	Fichtenwald Schleiftechnik e.K.	
100	0000101091	DE	97126949	5974364269		0001	Hartau Antriebstechnik UG (haftungsbeschränkt)	
100	0000101092	DE	94660850	4995970966		0001	Kleinried Papier GmbH & Co. KG	
100	0000101094	DE	95831088	7090272176		0001	Ahorntal Dichtungstechnik GmbH & Co. KG	
100	0000101095	DE	91986265	1434432388		0001	Altau Behälterbau e.K.	
100	0000101096	DE	98360776	0534770116		0001	Nordfeld Zerspanung AG	
100	0000101097	DE	96054764	5935122807		0001	Talburg Umformtechnik e.K.	
100	0000101100	DE	96470471	8237498681		0001	Ostried Lagertechnik UG (haftungsbeschränkt)	
100	0000101102	DE	92025572	9391919873		0001	Rheinfeld Kunststofftechnik KG	
100	0000101103	DE	97596093	5402081089		0001	Fichtenbach Dichtungstechnik GmbH	
100	0000101104	DE	91524789	3423762334		0001	Brandburg Fahrzeugteile GmbH	
100	0000101106	DE	96365328	8210986570		0001	Hochau Fördertechnik GmbH	
100	0000101109	DE	94103860	4981421159		0001	Birkensee Formenbau GmbH & Co. KG	
100	0000101110	DE	90041891	0940507245		0001	Weißfurt Möbelwerke GmbH	
100	0000101111	DE	96535084	3153544417		0001	Haselhaus Speditionen KG	
100	0000101112	DE	91142964	5469233509		0001	Südweg Schleiftechnik GmbH	
100	0000101115	DE	99699924	0358934082		0001	Lindenried Lebensmittel GmbH	
100	0000101116	AT	97809	85319038169		0001	Ulmenau Metallbau AG	
100	0000101119	DE	94296532	2483375807		0001	Zederfels Klimatechnik GmbH	
100	0000101120	DE	99332020	1304087226		0001	Hochau Verpackungen GmbH	
100	0000101121	DE	92601217	5951678330		0001	Langbach Sanitärtechnik e.K.	
100	0000101123	DE	93644074	6508128794		0001	Fichtenhof Apparatebau GmbH & Co. KG	
100	0000101126	DE	93769726	1147543695		0001	Haselfurt Speditionen GmbH	
100	0000101129	DE	96006974	7431282359		0001	Brandbrück Lebensmittel e.K.	
100	0000101131	PL	11734530	7687320638207353		0001	Rotstein Logistik S.A.	
100	0000101132	DE	91788985	8049148131		0001	Bergbrück Möbelwerke e.K.	
100	0000101134	DE	96514041	6886938002		0001	Südwald Chemie GmbH	
100	0000101135	DE	93841925	1495652831		0001	Hochau Bedachungen GmbH	
100	0000101136	PL	08725373	7683112176649907		0001	Birkental Maschinenbau Sp. z o.o.	
100	0000101139	DE	92588467	6488414735		0001	Sandhof Schleiftechnik GmbH	
100	0000101140	DE	98916476	9651890627		0001	Zederwald Hydraulik GmbH	
100	0000101144	DE	93989099	8134450112		0001	Eichfels Textilien GmbH	
100	0000101146	DE	96590638	6917969412		0001	Haselfels Antriebstechnik UG (haftungsbeschränkt)	
100	0000101148	DE	90467704	9465697934		0001	Kleinhaus Dichtungstechnik GmbH	
100	0000101149	DE	90190061	2544093619		0001	Nordfurt Recycling GmbH & Co. KG	
100	0000101150	DE	95284850	6119426690		0001	Weißtal Logistik UG (haftungsbeschränkt)	
100	0000101151	PL	65445546	3720395692641177		0001	Nordau Armaturen S.A.	
100	0000101154	DE	93029739	7799314906		0001	Espengrund Haustechnik GmbH	
100	0000101158	DE	92601556	1154969107		0001	Weidensee Fördertechnik GmbH	
100	0000101160	DE	94850612	2512086225		0001	Neutal Verpackungen GmbH	
100	0000101167	PL	97194358	6986912500093535		0001	Osthaus Antriebstechnik Sp. z o.o.	
100	0000101168	DE	99400012	3808841408		0001	Holunderfels Sanitärtechnik GmbH & Co. KG	
100	0000101172	DE	94606612	2062354603		0001	Kastanienheim Sanitärtechnik eG	
100	0000101173	DE	96342538	7681053528		0001	Kleinbrück Stahlbau SE	
100	0000101174	AT	85590	36204715368		0001	Steingrund Apparatebau GmbH	
100	0000101176	DE	90941922	6095743391		0001	Nordmark Sanitärtechnik GmbH & Co. KG	
100	0000101177	AT	00730	87312467795		0001	Steinmark Speditionen KG	
100	0000101180	DE	94291766	4978324928		0001	Zederberg Bedachungen GmbH	
100	0000101182	IT	3909984892	596399320319		0001	Feldfeld Messtechnik S.p.A.	
100	0000101183	DE	91497003	4627597041		0001	Kleinfeld Umformtechnik OHG	
100	0000101184	DE	93448489	8598408579		0001	Grünburg Baustoffe GmbH & Co. KG	
100	0000101186	DE	93831201	8723809549		0001	Lindental Schleiftechnik GmbH	
100	0000101189	DE	96391103	0539582287		0001	Kiefernbach Schweißtechnik AG	
100	0000101190	DE	99670457	8203490460		0001	Reinweg Apparatebau GmbH	
100	0000101192	DE	90160411	0642282485		0001	Ahorngrund Präzisionsteile GmbH	
100	0000101193	DE	99552575	5760584769		0001	Brandstein Logistik GmbH & Co. KG	
100	0000101195	DE	94283312	6393146359		0001	Südsee Baustoffe GmbH	
100	0000101199	DE	98155768	8976870656		0001	Ahornbrück Möbelwerke GmbH	
100	0000101203	CH	74257	493715795088		0001	Langried Textilien GmbH	
100	0000101205	DE	90025898	7004256077		0001	Westweg Möbelwerke GmbH	
100	0000101206	DE	91949813	7143185826		0001	Lindenstein Antriebstechnik GmbH & Co. KG	
100	0000101208	NL	BTMG	9297932424		0001	Rheintal Textilien N.V.	
100	0000101209	DE	98106609	4084577475		0001	Lärchental Dichtungstechnik UG (haftungsbeschränkt)	
100	0000101211	DE	95937473	2269856623		0001	Ulmenstein Werkzeugbau AG	
100	0000101215	IT	5492548969	024205059478		0001	Holunderfeld Fördertechnik S.p.A.	
100	0000101216	DE	92077301	9497858606		0001	Sandstein Papier GmbH	
100	0000101218	DE	97706555	1681507746		0001	Falkenbach Antriebstechnik GmbH	
100	0000101219	FR	5902383071	00349775567		0001	Zederburg Schweißtechnik S.A.R.L.	
100	0000101220	DE	95587001	2622646995		0001	Erlenwald Stahlbau GmbH & Co. KG	
100	0000101221	NL	FJDU	8515215810		0001	Haselbach Haustechnik B.V.	
100	0000101223	NL	UVYB	4286433216		0001	Rotstein Messtechnik N.V.	
100	0000101224	DE	99852218	0738494474		0001	Rotfeld Chemie KG	
100	0000101225	NL	ZFYK	6696000908		0001	Weißau Fördertechnik B.V.	
100	0000101228	DE	90086203	7371856048		0001	Ahornmark Textilien GmbH & Co. KG	
100	0000101229	FR	0409557656	25924808268		0001	Altmark Formenbau S.A.S.	
100	0000101231	AT	19541	88715542023		0001	Espenbrück Armaturen AG	
100	0000101232	NL	ZOUX	3684348154		0001	Sandmark Umformtechnik N.V.	
100	0000101234	DE	91312136	1062257347		0001	Hartfels Handel KG	
100	0000101235	DE	93375250	3382303864		0001	Hochheim Schweißtechnik GmbH & Co. KG	
100	0000101236	CH	38032	423583339490		0001	Grünfeld Lagertechnik AG	
100	0000101237	CH	20285	925846441966		0001	Espengrund Lebensmittel AG	
100	0000101238	DE	92191743	2448015647		0001	Brandgrund Messtechnik GmbH	
100	0000101239	DE	94367764	1001846506		0001	Weißried Metallbau GmbH & Co. KG	
100	0000101240	DE	92013270	4717919044		0001	Birkenberg Recycling GmbH	
100	0000101241	DE	92089511	7317269512		0001	Bergtal Formenbau GmbH & Co. KG	
100	0000101244	DE	99367491	2592227741		0001	Birkenwald Werkzeugbau KG	
