MANDT	BANKS	BANKL	BANKN	BKONT	IBAN	VALID_FROM
100	DE	92357180	7658653364		DE40923571807658653364	20210918
100	DE	92357551	4882365659		DE04923575514882365659	20230120
100	DE	92364724	7463879595		DE46923647247463879595	20211011
100	DE	92367796	8721288370		DE25923677968721288370	20191120
100	DE	92369576	5830688657		DE62923695765830688657	20191114
100	DE	92374937	4995021582		DE10923749374995021582	20230527
100	DE	92375207	5470930372		DE50923752075470930372	20210105
100	DE	92380688	4757678841		DE49923806884757678841	20200729
100	DE	92384247	9011463832		DE74923842479011463832	20190615
100	DE	92389699	2454442393		DE42923896992454442393	20230405
100	DE	92389985	1018289257		DE31923899851018289257	20230624
100	DE	92395812	8079673394		DE41923958128079673394	20220727
100	DE	92401440	8036802502		DE03924014408036802502	20220923
100	DE	92412916	0117260522		DE22924129160117260522	20200207
100	DE	92415434	5329010629		DE03924154345329010629	20220724
100	DE	92417586	0664571879		DE91924175860664571879	20220428
100	DE	92421420	6837768530		DE46924214206837768530	20190215
100	DE	92426111	7994793857		DE90924261117994793857	20240215
100	DE	92428408	8667507488		DE77924284088667507488	20210412
100	DE	92428761	1103267163		DE70924287611103267163	20201223
100	DE	92430490	1536640954		DE46924304901536640954	20200112
100	DE	92433018	4057982874		DE53924330184057982874	20240720
100	DE	92437510	0792554186		DE86924375100792554186	20230619
100	DE	92439431	0740656466		DE14924394310740656466	20210827
100	DE	92439707	9849559410		DE93924397079849559410	20210925
100	DE	92439836	2151970906		DE41924398362151970906	20210405
100	DE	92444421	6225100025		DE95924444216225100025	20230603
100	DE	92456185	9224218120		DE04924561859224218120	20200206
100	DE	92466577	2962040886		DE72924665772962040886	20240825
100	DE	92480116	2133416385		DE90924801162133416385	20220124
100	DE	92481860	5736671487		DE21924818605736671487	20191220
100	DE	92481974	3740881299		DE91924819743740881299	20191005
100	DE	92488578	0417709007		DE27924885780417709007	20211113
100	DE	92489594	3766674964		DE46924895943766674964	20231101
100	DE	92490996	0525905721		DE62924909960525905721	20200908
100	DE	92496234	9155870450		DE86924962349155870450	20220402
100	DE	92510912	3244322511		DE08925109123244322511	20190611
100	DE	92511606	7159317688		DE91925116067159317688	20211122
100	DE	92511610	7289030506		DE61925116107289030506	20191016
100	DE	92516723	7174771969		DE19925167237174771969	20230613
100	DE	92519444	1978126192		DE69925194441978126192	20230524
100	DE	92520268	6707916479		DE59925202686707916479	20230915
100	DE	92520806	6710405413		DE65925208066710405413	20240517
100	DE	92523963	3438410229		DE83925239633438410229	20210715
100	DE	92527685	3224914927		DE20925276853224914927	20230915
100	DE	92529326	2965754202		DE69925293262965754202	20231107
100	DE	92545022	5956962517		DE85925450225956962517	20210612
100	DE	92548274	8946930824		DE78925482748946930824	20220918
100	DE	92551427	4979731856		DE17925514274979731856	20221212
100	DE	92557347	0482218619		DE08925573470482218619	20240406
100	DE	92559278	8436003569		DE11925592788436003569	20200410
100	DE	92565223	2558408976		DE84925652232558408976	20191029
100	DE	92569673	1231668950		DE64925696731231668950	20210404
100	DE	92577282	0026061210		DE05925772820026061210	20230608
100	DE	92579273	4141910431		DE21925792734141910431	20200712
100	DE	92581312	5353286271		DE44925813125353286271	20191210
100	DE	92587360	8749612086		DE42925873608749612086	20211128
100	DE	92588467	6488414735		DE08925884676488414735	20201004
100	DE	92600958	7438700874		DE50926009587438700874	20220428
100	DE	92601217	5951678330		DE58926012175951678330	20240801
100	DE	92601556	1154969107		DE65926015561154969107	20191107
100	DE	92608359	3005480507		DE29926083593005480507	20191002
100	DE	92614692	3470988267		DE44926146923470988267	20220317
100	DE	92617919	9777510222		DE85926179199777510222	20230609
100	DE	92625936	4978389406		DE50926259364978389406	20190117
100	DE	92626522	9304409345		DE03926265229304409345	20190421
100	DE	92628488	0211861124		DE59926284880211861124	20230915
100	DE	92632950	2278152508		DE75926329502278152508	20200228
100	DE	92633418	1606017528		DE76926334181606017528	20210912
100	DE	92635164	9216943152		DE18926351649216943152	20230301
100	DE	92635603	0241240913		DE45926356030241240913	20201009
100	DE	92637002	9204569655		DE63926370029204569655	20190901
100	DE	92638745	4038177164		DE51926387454038177164	20231223
100	DE	92642926	0417997906		DE65926429260417997906	20230617
100	DE	92644274	2647103340		DE47926442742647103340	20211109
100	DE	92648803	1116163745		DE07926488031116163745	20190603
100	DE	92664326	9891424073		DE51926643269891424073	20240502
100	DE	92669079	2962286581		DE14926690792962286581	20230408
100	DE	92671024	9020826540		DE39926710249020826540	20200711
100	DE	92673575	4725458875		DE51926735754725458875	20210425
100	DE	92674114	2047882428		DE22926741142047882428	20230929
100	DE	92686317	5629981710		DE76926863175629981710	20220621
100	DE	92687853	7942889446		DE46926878537942889446	20200403
100	DE	92691141	6804582492		DE26926911416804582492	20220902
100	DE	92692410	5168125665		DE47926924105168125665	20230825
100	DE	92694417	5289794862		DE93926944175289794862	20230809
100	DE	92694859	3889990821		DE78926948593889990821	20240723
100	DE	92714819	3350053576		DE32927148193350053576	20200429
100	DE	92723773	4333345018		DE41927237734333345018	20211202
100	DE	92729569	6784727741		DE21927295696784727741	20230105
100	DE	92733323	6571457798		DE31927333236571457798	20230510
100	DE	92742511	2583333182		DE17927425112583333182	20211214
100	DE	92746570	0202103719		DE22927465700202103719	20210730
100	DE	92747075	2195899477		DE46927470752195899477	20200530
100	DE	92755004	8591144490		DE55927550048591144490	20191129
100	DE	92759205	0211125062		DE75927592050211125062	20230701
100	DE	92761740	1381338205		DE88927617401381338205	20210128
100	DE	92770565	1608739084		DE29927705651608739084	20220830
100	DE	92772718	1170940297		DE18927727181170940297	20210207
100	DE	92773718	6295486943		DE56927737186295486943	20230802
100	DE	92777251	9167074936		DE31927772519167074936	20230319
100	DE	92792297	9717695864		DE15927922979717695864	20220707
100	DE	92796543	2494010006		DE33927965432494010006	20230711
100	DE	92800102	1375341963		DE89928001021375341963	20190707
100	DE	92801548	0646154235		DE61928015480646154235	20210827
100	DE	92804488	3625830794		DE33928044883625830794	20220506
100	DE	92809736	5746924287		DE80928097365746924287	20220730
100	DE	92815046	7543860329		DE25928150467543860329	20221222
100	DE	92815429	7069930612		DE46928154297069930612	20220902
100	DE	92817339	3896561910		DE59928173393896561910	20210706
100	DE	92817814	0044554848		DE27928178140044554848	20200312
100	DE	92825918	0707128288		DE82928259180707128288	20240516
100	DE	92842262	5473691173		DE13928422625473691173	20190915
100	DE	92844359	0067012970		DE52928443590067012970	20201225
100	DE	92851800	9013457879		DE43928518009013457879	20221126
100	DE	92860193	1335198884		DE94928601931335198884	20230421
100	DE	92866223	7281357707		DE32928662237281357707	20240816
100	DE	92873769	3052169467		DE69928737693052169467	20191202
100	DE	92874645	2918523193		DE05928746452918523193	20190329
100	DE	92885121	0356811109		DE10928851210356811109	20230304
100	DE	92886333	7175866006		DE84928863337175866006	20230830
100	DE	92887627	7636093606		DE08928876277636093606	20240320
100	DE	92890067	7362942544		DE39928900677362942544	20210108
100	DE	92890476	2913490602		DE55928904762913490602	20240420
100	DE	92893527	3883377590		DE38928935273883377590	20201113
100	DE	92896170	0293521713		DE83928961700293521713	20200121
100	DE	92903360	4272170817		DE23929033604272170817	20240410
100	DE	92905775	4281609328		DE22929057754281609328	20221007
100	DE	92913272	4522454140		DE74929132724522454140	20190415
100	DE	92916695	3242595892		DE89929166953242595892	20231123
100	DE	92924271	0729570725		DE13929242710729570725	20220417
100	DE	92925523	0411760972		DE44929255230411760972	20191023
100	DE	92928909	8327493439		DE72929289098327493439	20220719
100	DE	92933840	2008480015		DE74929338402008480015	20210307
100	DE	92938670	1457095701		DE55929386701457095701	20190721
100	DE	92944923	3103944426		DE30929449233103944426	20210420
100	DE	92946666	9765285562		DE33929466669765285562	20200101
100	DE	92947273	5467027920		DE59929472735467027920	20210914
100	DE	92949815	0129182478		DE07929498150129182478	20240108
100	DE	92953773	5645655848		DE13929537735645655848	20220319
100	DE	92955066	6408486207		DE04929550666408486207	20210307
100	DE	92963312	2088689335		DE41929633122088689335	20220526
100	DE	92967658	1209929479		DE44929676581209929479	20200924
100	DE	92970520	1915451474		DE15929705201915451474	20240814
100	DE	92973850	3778266805		DE10929738503778266805	20190624
100	DE	92980235	4592632339		DE78929802354592632339	20191231
100	DE	92983950	2267121900		DE66929839502267121900	20220313
100	DE	92986956	4407534443		DE65929869564407534443	20221012
100	DE	92990421	2363581485		DE36929904212363581485	20230314
100	DE	92994494	5672430920		DE18929944945672430920	20200403
100	DE	93001543	1762098379		DE06930015431762098379	20230724
100	DE	93004839	1908544382		DE89930048391908544382	20220912
100	DE	93019784	7259191975		DE84930197847259191975	20201225
100	DE	93024009	1689053956		DE14930240091689053956	20220315
100	DE	93025062	4730764300		DE92930250624730764300	20201024
100	DE	93026404	3246927251		DE61930264043246927251	20200801
100	DE	93029739	7799314906		DE60930297397799314906	20240112
100	DE	93031861	3201819524		DE69930318613201819524	20210216
100	DE	93034527	5961962202		DE48930345275961962202	20200103
100	DE	93042176	1797735874		DE34930421761797735874	20220626
100	DE	93045113	5627416467		DE94930451135627416467	20201007
100	DE	93047825	6067429942		DE92930478256067429942	20210922
100	DE	93051482	1233772149		DE72930514821233772149	20210201
100	DE	93055986	1496617342		DE91930559861496617342	20240724
100	DE	93065862	8116790769		DE56930658628116790769	20200607
100	DE	93066354	6619754139		DE71930663546619754139	20211102
100	DE	93068816	1234037198		DE73930688161234037198	20240102
100	DE	93070338	9334927933		DE12930703389334927933	20231213
100	DE	93071874	7653443003		DE35930718747653443003	20200110
100	DE	93073607	2823605126		DE33930736072823605126	20191101
100	DE	93073792	3187602428		DE44930737923187602428	20220115
100	DE	93081286	7679869876		DE70930812867679869876	20230304
100	DE	93087136	6050790314		DE35930871366050790314	20191226
100	DE	93087220	8848405769		DE68930872208848405769	20230120
100	DE	93088928	3243264851		DE74930889283243264851	20220219
100	DE	93099489	9752802994		DE87930994899752802994	20231204
100	DE	93104701	4865030260		DE48931047014865030260	20220920
100	DE	93105278	9427611914		DE44931052789427611914	20211202
100	DE	93108445	5589340137		DE78931084455589340137	20190827
100	DE	93116024	3438232566		DE68931160243438232566	20200723
100	DE	93117902	2313992266		DE33931179022313992266	20211027
100	DE	93120432	8386342855		DE68931204328386342855	20231102
100	DE	93123912	2835829754		DE12931239122835829754	20230607
100	DE	93127863	6426867939		DE87931278636426867939	20231209
100	DE	93128840	0812666754		DE18931288400812666754	20240630
100	DE	93129235	1308363291		DE12931292351308363291	20190116
100	DE	93132537	4890629950		DE49931325374890629950	20190418
100	DE	93139670	2818030723		DE44931396702818030723	20230529
100	DE	93142764	0321942266		DE48931427640321942266	20230629
100	DE	93149736	4000990754		DE11931497364000990754	20231003
100	DE	93152504	6902216113		DE70931525046902216113	20200604
100	DE	93152843	5150167415		DE24931528435150167415	20210914
100	DE	93161780	3292026077		DE17931617803292026077	20210627
100	DE	93162432	0178787944		DE50931624320178787944	20210718
100	DE	93186492	7518351364		DE70931864927518351364	20210128
100	DE	93187960	1634054541		DE23931879601634054541	20211024
100	DE	93189488	3400807349		DE75931894883400807349	20240426
100	DE	93193646	1455314771		DE97931936461455314771	20230110
100	DE	93194841	8771248974		DE66931948418771248974	20221228
100	DE	93198262	1549892788		DE76931982621549892788	20220118
100	DE	93204705	0864716095		DE25932047050864716095	20200829
100	DE	93208782	2484662306		DE47932087822484662306	20230112
100	DE	93210370	6911050588		DE52932103706911050588	20200719
100	DE	93213712	8217497874		DE90932137128217497874	20240531
100	DE	93215105	3074644379		DE82932151053074644379	20231003
100	DE	93215356	6020911929		DE17932153566020911929	20200927
100	DE	93217499	0080871633		DE67932174990080871633	20190817
100	DE	93218539	9462010366		DE95932185399462010366	20230811
100	DE	93221141	3536459997		DE45932211413536459997	20220513
100	DE	93230452	9024561715		DE95932304529024561715	20230103
100	DE	93233207	4508548580		DE02932332074508548580	20231203
100	DE	93238553	2595610844		DE83932385532595610844	20240729
100	DE	93247831	6336903443		DE15932478316336903443	20210114
100	DE	93250032	0006444426		DE81932500320006444426	20210928
100	DE	93252505	3425723855		DE56932525053425723855	20191112
100	DE	93255525	7147799724		DE52932555257147799724	20190123
100	DE	93256024	8706525403		DE36932560248706525403	20230219
100	DE	93260858	4356775480		DE78932608584356775480	20240307
100	DE	93261841	7764502200		DE41932618417764502200	20211017
100	DE	93264645	0175436255		DE83932646450175436255	20230404
100	DE	93272949	3883783843		DE49932729493883783843	20221107
100	DE	93275260	8115263902		DE75932752608115263902	20230414
100	DE	93279732	2694104179		DE67932797322694104179	20201013
100	DE	93294674	3579334461		DE81932946743579334461	20220831
100	DE	93294988	0928022225		DE66932949880928022225	20190816
100	DE	93302702	3532041371		DE50933027023532041371	20220429
100	DE	93308322	8495847876		DE02933083228495847876	20200830
100	DE	93308409	5631384280		DE86933084095631384280	20190705
100	DE	93318374	5048213909		DE85933183745048213909	20240129
100	DE	93321227	1657351487		DE33933212271657351487	20200226
100	DE	93334534	7006603434		DE04933345347006603434	20221206
100	DE	93336397	5289773929		DE91933363975289773929	20200908
100	DE	93337918	9888731906		DE25933379189888731906	20230518
100	DE	93349825	6556635985		DE76933498256556635985	20220405
100	DE	93350066	1540349730		DE52933500661540349730	20220830
100	DE	93368046	3730132009		DE05933680463730132009	20230208
100	DE	93368731	1477223234		DE03933687311477223234	20220918
100	DE	93369424	2618263300		DE53933694242618263300	20240330
100	DE	93374243	6029636004		DE74933742436029636004	20190928
100	DE	93374762	9807886572		DE85933747629807886572	20190914
100	DE	93375250	3382303864		DE86933752503382303864	20200827
100	DE	93378411	0062763387		DE32933784110062763387	20200719
100	DE	93381107	1104199144		DE32933811071104199144	20200324
100	DE	93396225	7171025950		DE58933962257171025950	20200627
100	DE	93396563	3461947254		DE47933965633461947254	20190314
100	DE	93399339	9664709170		DE50933993399664709170	20230331
100	DE	93404727	8244006884		DE26934047278244006884	20230212
100	DE	93410410	5921724799		DE24934104105921724799	20190227
100	DE	93414415	8113546272		DE52934144158113546272	20230319
100	DE	93415906	3321860977		DE32934159063321860977	20220323
100	DE	93417108	1777822655		DE84934171081777822655	20240713
100	DE	93426464	6082334903		DE67934264646082334903	20210816
100	DE	93428385	0672013429		DE92934283850672013429	20200104
100	DE	93433775	3904442843		DE20934337753904442843	20191107
100	DE	93437422	8870505638		DE31934374228870505638	20220828
100	DE	93439152	2130039004		DE57934391522130039004	20210812
100	DE	93443420	6551547749		DE28934434206551547749	20240312
100	DE	93444940	9289202275		DE26934449409289202275	20190630
100	DE	93447081	0440236997		DE24934470810440236997	20210706
100	DE	93448489	8598408579		DE19934484898598408579	20200501
100	DE	93449127	1222416753		DE22934491271222416753	20211221
100	DE	93451713	6529006417		DE96934517136529006417	20200705
100	DE	93456463	5038866202		DE84934564635038866202	20240815
100	DE	93459523	0937835191		DE81934595230937835191	20221116
100	DE	93459872	1696218104		DE98934598721696218104	20210705
100	DE	93469096	6482261691		DE76934690966482261691	20190823
100	DE	93472692	9199771215		DE51934726929199771215	20191126
100	DE	93477169	4080381664		DE31934771694080381664	20210526
100	DE	93480007	9762123242		DE36934800079762123242	20200615
100	DE	93480870	8978264235		DE40934808708978264235	20231220
100	DE	93486438	9520333174		DE87934864389520333174	20221225
100	DE	93487955	4327837245		DE63934879554327837245	20200603
100	DE	93491898	0073176089		DE27934918980073176089	20221110
100	DE	93492780	8544211249		DE22934927808544211249	20210921
100	DE	93495465	7589623961		DE69934954657589623961	20190518
100	DE	93503952	6911333308		DE90935039526911333308	20210426
100	DE	93509439	7068842631		DE51935094397068842631	20221130
100	DE	93511523	9386398758		DE89935115239386398758	20210202
100	DE	93514809	5943566096		DE69935148095943566096	20240104
100	DE	93516291	8352418855		DE30935162918352418855	20230208
100	DE	93517261	1316551934		DE49935172611316551934	20230308
100	DE	93518097	5912585370		DE15935180975912585370	20210425
100	DE	93524621	6019045295		DE17935246216019045295	20190726
100	DE	93524922	5833611194		DE37935249225833611194	20240402
100	DE	93529858	3576834441		DE87935298583576834441	20190301
100	DE	93535595	2513087771		DE84935355952513087771	20221024
100	DE	93539180	6865950832		DE63935391806865950832	20190326
100	DE	93540113	3827976934		DE75935401133827976934	20211203
100	DE	93542832	0857397768		DE91935428320857397768	20200720
100	DE	93546015	6533678592		DE16935460156533678592	20240410
100	DE	93547651	1656598033		DE03935476511656598033	20201208
100	DE	93553129	7638407595		DE62935531297638407595	20230411
100	DE	93559124	3036947157		DE57935591243036947157	20210903
100	DE	93580002	7856876718		DE08935800027856876718	20230808
100	DE	93585759	5381061389		DE36935857595381061389	20240425
100	DE	93588290	2214219475		DE75935882902214219475	20220320
100	DE	93591437	0532599998		DE51935914370532599998	20210928
100	DE	93591495	3160457206		DE04935914953160457206	20200322
100	DE	93592871	3289555270		DE85935928713289555270	20210407
100	DE	93598663	2683419975		DE56935986632683419975	20191222
100	DE	93601738	0252660805		DE05936017380252660805	20230119
100	DE	93614196	9606783358		DE84936141969606783358	20221114
100	DE	93616075	6878183729		DE08936160756878183729	20220307
100	DE	93622004	1792628798		DE85936220041792628798	20190124
100	DE	93623439	1014815509		DE57936234391014815509	20200508
100	DE	93627873	4992211222		DE55936278734992211222	20220102
100	DE	93643617	9016890315		DE27936436179016890315	20230115
100	DE	93644074	6508128794		DE70936440746508128794	20230513
100	DE	93646650	9017021458		DE91936466509017021458	20240801
100	DE	93651868	3374488400		DE91936518683374488400	20190710
100	DE	93651904	3559738169		DE23936519043559738169	20240724
100	DE	93658884	2765605490		DE33936588842765605490	20210101
100	DE	93660415	2480870678		DE44936604152480870678	20240612
100	DE	93663181	2880333482		DE09936631812880333482	20240106
100	DE	93666256	5053138380		DE26936662565053138380	20190920
100	DE	93675645	6553098689		DE84936756456553098689	20231006
100	DE	93679866	7586473421		DE57936798667586473421	20240721
100	DE	93684068	9371491315		DE84936840689371491315	20200217
100	DE	93686629	5755785975		DE09936866295755785975	20200112
100	DE	93692974	6911617297		DE25936929746911617297	20200201
100	DE	93694083	6103145801		DE06936940836103145801	20230530
100	DE	93704776	9276814585		DE41937047769276814585	20210206
100	DE	93706182	4239903425		DE46937061824239903425	20231125
100	DE	93708362	8398210752		DE14937083628398210752	20190926
100	DE	93710631	6020174026		DE32937106316020174026	20230501
100	DE	93715750	1099204697		DE68937157501099204697	20240804
100	DE	93723081	4935070320		DE48937230814935070320	20211007
100	DE	93734103	8377556868		DE38937341038377556868	20220207
100	DE	93737910	3239977409		DE68937379103239977409	20201225
100	DE	93739296	9394080972		DE80937392969394080972	20240731
100	DE	93752402	7714335513		DE15937524027714335513	20211022
100	DE	93752619	6829677418		DE20937526196829677418	20210821
100	DE	93752910	4335687567		DE77937529104335687567	20240728
100	DE	93764994	9976716510		DE94937649949976716510	20200117
100	DE	93768109	0123307315		DE43937681090123307315	20190827
100	DE	93769726	1147543695		DE55937697261147543695	20240226
100	DE	93773416	8087891490		DE75937734168087891490	20230731
100	DE	93773880	7958029104		DE27937738807958029104	20200105
100	DE	93780148	3555535015		DE90937801483555535015	20220113
100	DE	93782918	9892076404		DE51937829189892076404	20210104
100	DE	93783428	9346425738		DE67937834289346425738	20220205
100	DE	93789682	9301698281		DE97937896829301698281	20230602
100	DE	93791636	6450727177		DE41937916366450727177	20200522
100	DE	93796245	2094560015		DE44937962452094560015	20210503
100	DE	93796646	5337051927		DE05937966465337051927	20220507
100	DE	93797212	0562449382		DE79937972120562449382	20200611
100	DE	93799931	3309247821		DE51937999313309247821	20210912
100	DE	93806122	1952945342		DE53938061221952945342	20240611
100	DE	93806140	0284349074		DE33938061400284349074	20191205
100	DE	93813818	0531749164		DE17938138180531749164	20230720
100	DE	93814690	0373047292		DE67938146900373047292	20230307
100	DE	93816167	0495119632		DE84938161670495119632	20240518
100	DE	93816203	1727062944		DE91938162031727062944	20191028
100	DE	93822305	9048130305		DE98938223059048130305	20240714
100	DE	93824005	5514726614		DE14938240055514726614	20221122
100	DE	93825362	6857717630		DE21938253626857717630	20230623
100	DE	93825492	7996933139		DE94938254927996933139	20200425
100	DE	93831201	8723809549		DE50938312018723809549	20220311
100	DE	93839796	0378544593		DE96938397960378544593	20210806
100	DE	93841925	1495652831		DE30938419251495652831	20221208
100	DE	93842792	1893204965		DE70938427921893204965	20190521
100	DE	93844214	2670921604		DE45938442142670921604	20240707
100	DE	93844642	2760337829		DE56938446422760337829	20211115
100	DE	93844872	8133842518		DE52938448728133842518	20240829
100	DE	93846940	8906136287		DE03938469408906136287	20210517
100	DE	93853902	3307506156		DE92938539023307506156	20200718
100	DE	93864231	5422107116		DE67938642315422107116	20231030
100	DE	93870665	0292081595		DE34938706650292081595	20230215
100	DE	93872025	7108797655		DE97938720257108797655	20220307
100	DE	93873267	9694053259		DE16938732679694053259	20220215
100	DE	93882424	3064546089		DE27938824243064546089	20231209
100	DE	93882962	4092483279		DE68938829624092483279	20210618
100	DE	93896895	5963548733		DE47938968955963548733	20230116
100	DE	93900220	9724234055		DE34939002209724234055	20190411
100	DE	93908843	6309191600		DE41939088436309191600	20200728
100	DE	93912967	7242334816		DE28939129677242334816	20191212
100	DE	93923056	4171173613		DE56939230564171173613	20230513
100	DE	93924380	4205574586		DE72939243804205574586	20220426
100	DE	93930636	8523736398		DE81939306368523736398	20220516
100	DE	93931380	5202363726		DE57939313805202363726	20191027
100	DE	93931523	5733468889		DE29939315235733468889	20211215
100	DE	93938012	8550992594		DE07939380128550992594	20230912
100	DE	93941261	5786598566		DE03939412615786598566	20230903
100	DE	93943250	6365245456		DE59939432506365245456	20200502
100	DE	93951162	2718170104		DE60939511622718170104	20230408
100	DE	93952986	5780317070		DE34939529865780317070	20240210
100	DE	93953661	4281916225		DE47939536614281916225	20240529
100	DE	93954682	6296318716		DE16939546826296318716	20200601
100	DE	93955854	9342512076		DE09939558549342512076	20210205
100	DE	93956084	1068320476		DE96939560841068320476	20210618
100	DE	93956360	5000637405		DE41939563605000637405	20230702
100	DE	93959802	2461165384		DE42939598022461165384	20200130
100	DE	93959917	5170660780		DE78939599175170660780	20220531
100	DE	93961279	9593630462		DE37939612799593630462	20201218
100	DE	93961545	3033897200		DE14939615453033897200	20200415
100	DE	93966650	7702760511		DE88939666507702760511	20210612
100	DE	93969924	7229300501		DE08939699247229300501	20230122
100	DE	93973419	9970946554		DE09939734199970946554	20221113
100	DE	93975229	9782697010		DE77939752299782697010	20230918
100	DE	93984468	0687104216		DE11939844680687104216	20200625
100	DE	93985600	7318363076		DE69939856007318363076	20240830
100	DE	93988350	5396456716		DE93939883505396456716	20240128
100	DE	93989099	8134450112		DE10939890998134450112	20220115
100	DE	94000825	2932046977		DE40940008252932046977	20220409
100	DE	94001557	0887034010		DE03940015570887034010	20211221
100	DE	94001850	6494382965		DE72940018506494382965	20191231
100	DE	94011680	3027345014		DE43940116803027345014	20240711
100	DE	94015487	8917133173		DE07940154878917133173	20201205
100	DE	94032526	0492352236		DE63940325260492352236	20210813
100	DE	94034709	1537326889		DE02940347091537326889	20240529
100	DE	94042194	0449462137		DE26940421940449462137	20210422
100	DE	94047951	9710067338		DE32940479519710067338	20221227
100	DE	94049134	8295904902		DE19940491348295904902	20240419
100	DE	94058397	7704785605		DE52940583977704785605	20210510
100	DE	94058514	9903127600		DE27940585149903127600	20230318
100	DE	94059628	8501710526		DE16940596288501710526	20240421
100	DE	94060836	9568163951		DE46940608369568163951	20210213
100	DE	94061263	6183902779		DE23940612636183902779	20211214
100	DE	94068313	2400669055		DE24940683132400669055	20200730
100	DE	94078151	4523034082		DE75940781514523034082	20190319
100	DE	94078349	4300866328		DE06940783494300866328	20190308
100	DE	94082951	6738757781		DE96940829516738757781	20211112
100	DE	94085143	0381417544		DE84940851430381417544	20200110
100	DE	94092966	8889732941		DE11940929668889732941	20240210
100	DE	94100199	3726913648		DE40941001993726913648	20220402
100	DE	94103860	4981421159		DE05941038604981421159	20190416
100	DE	94105018	7254553634		DE73941050187254553634	20230711
100	DE	94107666	1771827119		DE79941076661771827119	20230411
100	DE	94109100	2371537896		DE32941091002371537896	20240808
100	DE	94109454	8730827976		DE30941094548730827976	20210814
100	DE	94110720	9675055565		DE97941107209675055565	20190405
100	DE	94115858	4856285794		DE56941158584856285794	20220325
100	DE	94118886	2169619496		DE08941188862169619496	20210808
100	DE	94120603	9218448143		DE30941206039218448143	20231117
100	DE	94123374	7791937812		DE10941233747791937812	20230629
100	DE	94127696	0285896190		DE16941276960285896190	20221013
100	DE	94128142	0446842431		DE92941281420446842431	20200326
100	DE	94128434	4446498592		DE21941284344446498592	20190717
100	DE	94129262	5191460597		DE86941292625191460597	20231231
100	DE	94135674	7287345347		DE95941356747287345347	20240720
100	DE	94136185	8639248803		DE51941361858639248803	20200407
100	DE	94137139	9034581993		DE52941371399034581993	20200109
100	DE	94144751	5493919157		DE60941447515493919157	20190420
100	DE	94152818	8063411901		DE60941528188063411901	20200811
100	DE	94154637	7585715010		DE78941546377585715010	20190314
100	DE	94160650	6214066771		DE78941606506214066771	20210530
100	DE	94164560	2542969735		DE89941645602542969735	20230401
100	DE	94165960	4104809813		DE28941659604104809813	20240602
100	DE	94188724	5497591396		DE53941887245497591396	20190211
100	DE	94192033	7419954711		DE85941920337419954711	20230103
100	DE	94195648	8475072243		DE34941956488475072243	20200914
100	DE	94201292	5452857838		DE31942012925452857838	20200610
100	DE	94207184	7055518850		DE48942071847055518850	20210503
100	DE	94209396	8896520117		DE97942093968896520117	20190726
100	DE	94214075	0301913547		DE26942140750301913547	20210313
100	DE	94215466	4806852227		DE45942154664806852227	20220127
100	DE	94216042	9274286703		DE10942160429274286703	20200717
100	DE	94218734	3349871246		DE70942187343349871246	20190510
100	DE	94220043	4295201214		DE16942200434295201214	20200516
100	DE	94221158	4925841743		DE16942211584925841743	20200521
100	DE	94221777	7564589777		DE07942217777564589777	20231014
100	DE	94233117	1216744590		DE69942331171216744590	20190928
100	DE	94233337	4240849681		DE19942333374240849681	20210412
100	DE	94239431	8631327712		DE97942394318631327712	20191122
100	DE	94244061	0004720012		DE60942440610004720012	20210120
100	DE	94247689	0940798133		DE19942476890940798133	20231025
100	DE	94248456	5301960471		DE14942484565301960471	20220814
100	DE	94256651	0961918611		DE94942566510961918611	20220625
100	DE	94258721	8389978626		DE78942587218389978626	20211027
100	DE	94259027	9137489017		DE55942590279137489017	20231122
100	DE	94259388	6317832646		DE12942593886317832646	20240720
100	DE	94260351	6054704301		DE06942603516054704301	20190811
100	DE	94261918	8146803752		DE86942619188146803752	20210724
100	DE	94268580	0643994829		DE82942685800643994829	20240826
100	DE	94269532	7308137065		DE81942695327308137065	20230428
100	DE	94270589	5425290552		DE64942705895425290552	20220126
100	DE	94276750	7491023196		DE42942767507491023196	20240225
100	DE	94283312	6393146359		DE64942833126393146359	20201030
100	DE	94291766	4978324928		DE66942917664978324928	20230211
100	DE	94294249	1801335610		DE87942942491801335610	20200713
100	DE	94295968	6988253761		DE15942959686988253761	20220811
100	DE	94296532	2483375807		DE25942965322483375807	20230708
100	DE	94299764	2265602412		DE19942997642265602412	20191107
100	DE	94299866	9841254775		DE76942998669841254775	20201002
100	DE	94302266	0893403576		DE29943022660893403576	20190808
100	DE	94305479	1835004689		DE45943054791835004689	20210309
100	DE	94310337	5765378656		DE65943103375765378656	20220801
100	DE	94318197	6537563994		DE86943181976537563994	20201124
100	DE	94318487	2553152103		DE20943184872553152103	20230107
100	DE	94324432	4490767987		DE22943244324490767987	20190107
100	DE	94336190	9009177128		DE32943361909009177128	20240622
100	DE	94340381	0058652754		DE70943403810058652754	20200108
100	DE	94355853	3078938899		DE09943558533078938899	20201030
100	DE	94356083	6778678492		DE28943560836778678492	20240627
100	DE	94360487	7370510615		DE83943604877370510615	20240618
100	DE	94363228	4991007488		DE80943632284991007488	20220608
100	DE	94367764	1001846506		DE13943677641001846506	20210105
100	DE	94378735	3232985126		DE77943787353232985126	20190314
